,location,total_sqft,bath,price,bhk
2206,Electronic City,435.0,1.0,19.5,1
2207,Electronic City,1449.0,3.0,100.0,3
2209,Electronic City,1125.0,2.0,58.0,2
2211,Electronic City,1575.0,3.0,101.0,3
2213,Electronic City,550.0,1.0,12.0,1
2215,Electronic City,1500.0,2.0,78.25,3
2216,Electronic City,1363.0,2.0,79.0,2
2219,Electronic City,1108.0,2.0,67.15,2
2221,Electronic City,1128.0,2.0,65.7,2
2223,Electronic City,1060.0,2.0,51.0,2
2225,Electronic City,1650.0,3.0,100.0,3
2227,Electronic City,1025.0,2.0,49.0,2
2229,Electronic City,1449.0,3.0,90.0,3
2231,Electronic City,1070.0,2.0,58.0,2
2233,Electronic City,1500.0,2.0,75.0,3
2235,Electronic City,2435.0,4.0,119.0,4
2236,Electronic City,630.0,1.0,47.0,1
2241,Electronic City,1073.0,2.0,60.0,2
2242,Electronic City,1500.0,2.0,78.0,3
2245,Electronic City,1296.0,2.0,65.0,2
2246,Electronic City,1140.0,2.0,70.93,2
2251,Electronic City,2093.0,4.0,104.0,4
2252,Electronic City,1025.0,2.0,53.9,2
2253,Electronic City,940.0,2.0,54.0,2
2254,Electronic City,435.0,1.0,21.0,1
2255,Electronic City,1500.0,2.0,77.5,3
2256,Electronic City,1631.0,3.0,80.0,3
2257,Electronic City,1355.0,2.0,67.0,2
2260,Electronic City,435.0,1.0,22.0,1
2261,Electronic City,1500.0,2.0,63.0,3
2262,Electronic City,1039.0,2.0,50.0,2
2263,Electronic City,770.0,1.0,39.9,2
2266,Electronic City,1128.0,2.0,64.0,2
2267,Electronic City,605.0,1.0,13.31,1
2269,Electronic City,530.0,1.0,13.5,1
2270,Electronic City,1070.0,2.0,53.0,2
2273,Electronic City,1571.0,3.0,83.0,3
2275,Electronic City,1350.0,3.0,66.0,3
2276,Electronic City,1652.0,3.0,110.0,3
2280,Electronic City,1128.0,2.0,65.58,2
2281,Electronic City,1355.0,2.0,97.6,2
2282,Electronic City,635.0,1.0,28.0,1
2283,Electronic City,1128.0,2.0,65.4,2
2286,Electronic City,1355.0,2.0,72.9,2
2290,Electronic City,1609.0,3.0,115.0,3
2296,Electronic City,1108.0,2.0,63.0,2
2297,Electronic City,630.0,1.0,40.5,1
2300,Electronic City,605.0,1.0,22.0,1
2304,Electronic City,1360.0,2.0,70.0,3
2305,Electronic City,635.0,1.0,28.0,1
2306,Electronic City,1128.0,2.0,65.45,2
2311,Electronic City,1360.0,2.0,58.0,3
2312,Electronic City,630.0,1.0,46.0,1
2315,Electronic City,630.0,1.0,33.7,1
2318,Electronic City,1400.0,3.0,90.0,3
2319,Electronic City,1287.0,3.0,55.0,3
2320,Electronic City,1258.0,2.0,85.5,2
2321,Electronic City,1386.0,2.0,85.0,2
2322,Electronic City,550.0,1.0,27.0,1
2323,Electronic City,1025.0,2.0,50.0,2
2325,Electronic City,1342.0,2.0,72.0,2
2326,Electronic City,1275.0,3.0,70.0,3
2327,Electronic City,770.0,1.0,38.0,2
2331,Electronic City,1644.0,3.0,92.59,3
2332,Electronic City,1250.0,2.0,62.0,2
2334,Electronic City,418.0,1.0,12.0,1
2335,Electronic City,1128.0,2.0,64.8,2
2338,Electronic City,1060.0,2.0,55.0,2
2339,Electronic City,710.0,1.0,40.42,1
2342,Electronic City,1275.0,3.0,63.43,3
2343,Electronic City,1518.0,3.0,75.0,3
2344,Electronic City,1090.0,2.0,31.48,1
2346,Electronic City,1060.0,2.0,55.0,2
2348,Electronic City,1353.0,2.0,75.0,2
2350,Electronic City,1128.0,2.0,67.0,2
2351,Electronic City,1070.0,2.0,57.0,2
2352,Electronic City,1700.0,3.0,90.0,3
2354,Electronic City,750.0,1.0,35.0,1
2356,Electronic City,1070.0,2.0,60.0,2
2361,Electronic City,1615.0,3.0,97.0,3
2363,Electronic City,1221.0,2.0,68.0,2
2365,Electronic City,1500.0,3.0,73.0,3
2366,Electronic City,995.0,2.0,48.0,2
2367,Electronic City,1342.0,2.0,90.0,2
2369,Electronic City,1128.0,2.0,63.5,2
2370,Electronic City,589.0,1.0,29.0,1
2373,Electronic City,1575.0,3.0,94.5,3
2374,Electronic City,1025.0,2.0,54.0,2
2375,Electronic City,1500.0,2.0,70.0,3
2377,Electronic City,2093.0,4.0,134.0,4
2379,Electronic City,1355.0,2.0,73.0,2
2380,Electronic City,1360.0,2.0,64.99,3
2381,Electronic City,1060.0,2.0,52.0,2
2382,Electronic City Phase II,1056.0,2.0,39.07,2
2383,Electronic City Phase II,1020.0,2.0,30.6,2
2384,Electronic City Phase II,1069.0,2.0,45.0,2
2385,Electronic City Phase II,630.0,1.0,28.35,1
2387,Electronic City Phase II,1000.0,2.0,25.0,2
2388,Electronic City Phase II,1090.0,2.0,28.34,2
2389,Electronic City Phase II,2225.0,4.0,98.88,4
2390,Electronic City Phase II,630.0,1.0,40.0,1
2391,Electronic City Phase II,2400.0,3.0,150.0,2
2393,Electronic City Phase II,775.0,2.0,38.0,2
2394,Electronic City Phase II,1266.0,2.0,59.0,2
2395,Electronic City Phase II,1000.0,2.0,28.88,2
2398,Electronic City Phase II,972.0,2.0,44.0,2
2400,Electronic City Phase II,1031.0,2.0,55.0,2
2401,Electronic City Phase II,1003.0,2.0,40.6,2
2402,Electronic City Phase II,545.0,1.0,27.0,2
2403,Electronic City Phase II,1031.0,2.0,56.35,2
2405,Electronic City Phase II,1205.0,2.0,75.0,2
2406,Electronic City Phase II,1395.0,2.0,62.78,3
2407,Electronic City Phase II,1160.0,2.0,33.5,2
2408,Electronic City Phase II,545.0,1.0,35.0,2
2409,Electronic City Phase II,1065.0,2.0,30.75,2
2410,Electronic City Phase II,1219.0,2.0,61.25,2
2412,Electronic City Phase II,1000.0,2.0,28.88,2
2413,Electronic City Phase II,1790.0,3.0,100.0,3
2414,Electronic City Phase II,769.0,2.0,40.0,2
2416,Electronic City Phase II,900.0,2.0,32.5,2
2419,Electronic City Phase II,993.0,2.0,50.0,3
2421,Electronic City Phase II,1070.0,2.0,45.0,2
2424,Electronic City Phase II,1140.0,2.0,33.06,2
2425,Electronic City Phase II,1089.0,2.0,32.67,2
2426,Electronic City Phase II,1253.0,2.0,65.8,2
2428,Electronic City Phase II,1160.0,2.0,33.5,2
2429,Electronic City Phase II,975.0,2.0,45.0,3
2430,Electronic City Phase II,6000.0,4.0,260.0,4
2431,Electronic City Phase II,1116.0,2.0,37.0,2
2432,Electronic City Phase II,1125.0,2.0,29.25,2
2433,Electronic City Phase II,1000.0,2.0,28.88,2
2434,Electronic City Phase II,1000.0,2.0,28.88,2
2435,Electronic City Phase II,1165.0,2.0,30.29,2
2436,Electronic City Phase II,1031.0,2.0,53.0,2
2438,Electronic City Phase II,1065.0,2.0,30.88,2
2440,Electronic City Phase II,1549.0,3.0,80.0,3
2441,Electronic City Phase II,1065.0,2.0,56.13,2
2443,Electronic City Phase II,920.0,2.0,26.0,2
2444,Electronic City Phase II,1140.0,2.0,33.84,2
2445,Electronic City Phase II,1219.0,2.0,61.26,2
2446,Electronic City Phase II,1252.0,2.0,65.0,3
2447,Electronic City Phase II,875.0,2.0,40.0,3
2448,Electronic City Phase II,1125.0,2.0,32.49,2
2450,Electronic City Phase II,1286.0,2.0,69.0,2
2452,Electronic City Phase II,1140.0,2.0,32.92,2
2453,Electronic City Phase II,1116.0,2.0,40.0,2
2454,Electronic City Phase II,1150.0,3.0,46.0,3
2455,Electronic City Phase II,1192.0,2.0,47.0,3
2457,Electronic City Phase II,1020.0,2.0,32.0,2
2458,Electronic City Phase II,1900.0,3.0,97.0,4
2459,Electronic City Phase II,1020.0,2.0,27.43,2
2460,Electronic City Phase II,1025.0,2.0,26.65,2
2461,Electronic City Phase II,545.0,1.0,29.0,2
2462,Electronic City Phase II,1020.0,2.0,29.45,2
2464,Electronic City Phase II,1140.0,2.0,28.5,2
2465,Electronic City Phase II,1125.0,2.0,32.49,2
2466,Electronic City Phase II,1200.0,2.0,34.65,2
2467,Electronic City Phase II,1160.0,2.0,52.2,2
2468,Electronic City Phase II,1244.0,2.0,55.0,2
2469,Electronic City Phase II,1160.0,2.0,33.51,2
2472,Electronic City Phase II,972.0,2.0,40.0,2
2473,Electronic City Phase II,1160.0,2.0,33.51,2
2475,Electronic City Phase II,1090.0,2.0,31.48,2
2476,Electronic City Phase II,1140.0,2.0,32.92,2
2477,Electronic City Phase II,650.0,1.0,35.0,1
2478,Electronic City Phase II,1155.0,2.0,57.0,2
2479,Electronic City Phase II,1800.0,3.0,92.0,3
2480,Electronic City Phase II,1300.0,2.0,28.0,2
2481,Electronic City Phase II,1940.0,4.0,116.0,3
2482,Electronic City Phase II,1025.0,2.0,29.6,2
2483,Electronic City Phase II,829.0,2.0,22.8,2
2484,Electronic City Phase II,2187.5,4.0,105.0,4
2485,Electronic City Phase II,1252.0,2.0,67.0,2
2487,Electronic City Phase II,1125.0,2.0,32.63,2
2488,Electronic City Phase II,1140.0,2.0,34.0,2
2491,Electronic City Phase II,1252.0,2.0,65.0,3
2492,Electronic City Phase II,1135.0,2.0,46.0,2
2493,Electronic City Phase II,1305.0,3.0,65.0,3
2494,Electronic City Phase II,1165.0,2.0,33.64,2
2496,Electronic City Phase II,1336.0,2.0,50.35,3
2497,Electronic City Phase II,575.0,1.0,16.75,1
2498,Electronic City Phase II,925.0,2.0,49.82,3
2499,Electronic City Phase II,1065.0,2.0,30.76,2
2500,Electronic City Phase II,1065.0,2.0,30.75,2
2501,Electronic City Phase II,1140.0,2.0,33.06,2
2502,Electronic City Phase II,911.0,2.0,26.5,2
2503,Electronic City Phase II,1200.0,2.0,34.65,2
2504,Electronic City Phase II,1031.0,2.0,54.48,2
2505,Electronic City Phase II,545.0,1.0,28.0,2
2509,Electronics City Phase 1,1475.0,3.0,78.29,3
2510,Electronics City Phase 1,1490.0,3.0,78.8,3
2511,Electronics City Phase 1,1113.27,2.0,53.0,2
2512,Electronics City Phase 1,1490.0,3.0,84.0,3
2515,Electronics City Phase 1,630.0,1.0,39.0,1
2518,Electronics City Phase 1,1750.0,3.0,84.0,3
2522,Electronics City Phase 1,1015.0,2.0,56.0,2
2523,Electronics City Phase 1,1595.0,3.0,75.0,3
2524,Electronics City Phase 1,1515.0,2.0,80.91,3
2526,Electronics City Phase 1,1555.0,2.0,82.0,3
2527,Electronics City Phase 1,1340.0,2.0,75.0,2
2528,Electronics City Phase 1,650.0,1.0,23.0,1
2529,Electronics City Phase 1,1124.0,2.0,55.0,3
2530,Electronics City Phase 1,1175.0,2.0,57.0,2
2531,Electronics City Phase 1,755.0,1.0,42.41,1
2533,Electronics City Phase 1,580.0,1.0,27.0,1
2535,Electronics City Phase 1,940.0,2.0,49.0,2
2536,Electronics City Phase 1,1335.0,2.0,67.0,2
2537,Electronics City Phase 1,1175.0,2.0,69.0,2
2538,Electronics City Phase 1,1113.12,2.0,55.0,2
2540,Electronics City Phase 1,1350.0,3.0,71.0,3
2542,Electronics City Phase 1,995.0,2.0,49.8,2
2543,Electronics City Phase 1,635.0,1.0,26.0,1
2544,Electronics City Phase 1,1190.0,2.0,68.0,2
2546,Electronics City Phase 1,1450.0,3.0,72.54,3
2547,Electronics City Phase 1,360.0,1.0,16.9,1
2548,Electronics City Phase 1,638.0,1.0,32.0,1
2549,Electronics City Phase 1,1175.0,2.0,64.98,2
2550,Electronics City Phase 1,585.0,1.0,21.0,1
2551,Electronics City Phase 1,1200.0,2.0,59.76,2
2553,Electronics City Phase 1,1125.0,2.0,65.0,2
2554,Electronics City Phase 1,1550.0,2.0,82.0,3
2556,Electronics City Phase 1,762.5,1.0,45.4,1
2557,Electronics City Phase 1,1245.0,2.0,75.0,2
2559,Electronics City Phase 1,1450.0,3.0,70.0,3
2562,Electronics City Phase 1,1800.0,3.0,93.0,3
2564,Electronics City Phase 1,1170.0,2.0,62.0,2
2565,Electronics City Phase 1,1450.0,3.0,79.0,3
2566,Electronics City Phase 1,940.0,2.0,48.0,2
2568,Electronics City Phase 1,1300.0,2.0,67.0,2
2569,Electronics City Phase 1,1028.0,2.0,51.0,2
2576,Electronics City Phase 1,1205.0,2.0,60.0,2
2579,Electronics City Phase 1,1305.0,2.0,67.0,2
2580,Electronics City Phase 1,755.0,1.0,30.12,1
2581,Electronics City Phase 1,1175.0,2.0,60.0,2
2582,Electronics City Phase 1,1700.0,3.0,111.0,3
2583,Frazer Town,1700.0,3.0,180.0,3
2584,Frazer Town,1305.0,3.0,95.45,3
2585,Frazer Town,1870.0,3.0,185.0,3
2586,Frazer Town,1750.0,3.0,150.0,3
2588,Frazer Town,2000.0,3.0,200.0,3
2589,Frazer Town,3500.0,4.0,330.0,3
2590,Frazer Town,2350.0,4.0,285.0,3
2591,Frazer Town,1550.0,2.0,140.0,2
2592,Frazer Town,1900.0,4.0,145.0,3
2593,Frazer Town,2560.0,3.0,265.0,3
2594,Frazer Town,2400.0,3.0,260.0,3
2595,Frazer Town,2560.0,3.0,288.0,3
2596,Frazer Town,3436.0,5.0,341.0,4
2598,Frazer Town,1315.0,2.0,140.0,2
2599,Frazer Town,1706.0,3.0,154.0,3
2600,Frazer Town,2079.0,3.0,220.0,3
2601,Frazer Town,3435.0,2.0,341.0,4
2602,Frazer Town,3436.0,5.0,345.0,4
2603,Frazer Town,3100.0,3.0,400.0,3
2604,Frazer Town,5400.0,3.0,400.0,3
2605,Frazer Town,1180.0,2.0,105.0,2
2606,Frazer Town,2900.0,4.0,325.0,4
2607,Frazer Town,1200.0,2.0,78.0,2
2608,Frazer Town,1870.0,3.0,180.0,3
2609,Frazer Town,896.0,1.0,100.0,1
2610,Frazer Town,1420.0,2.0,120.0,2
2611,GM Palaya,1820.0,2.0,86.0,3
2612,GM Palaya,1000.0,2.0,36.0,2
2613,GM Palaya,1225.0,2.0,47.0,2
2614,GM Palaya,1140.0,2.0,48.95,2
2615,GM Palaya,1315.0,2.0,65.0,3
2616,GM Palaya,1000.0,2.0,35.0,2
2617,GM Palaya,1315.0,3.0,65.0,3
2618,GM Palaya,1315.0,3.0,64.0,3
2619,GM Palaya,1735.0,3.0,70.0,3
2620,GM Palaya,1643.0,2.0,70.0,3
2621,GM Palaya,675.0,1.0,35.0,1
2622,Garudachar Palya,1325.0,2.0,60.8,3
2623,Garudachar Palya,1060.0,2.0,48.7,2
2624,Garudachar Palya,1150.0,2.0,52.75,2
2625,Garudachar Palya,1295.0,2.0,59.5,3
2626,Garudachar Palya,1320.0,2.0,60.6,3
2627,Garudachar Palya,1295.0,2.0,59.5,3
2628,Garudachar Palya,1150.0,2.0,52.8,2
2629,Garudachar Palya,1150.0,2.0,52.8,2
2630,Garudachar Palya,1060.0,2.0,48.5,2
2631,Garudachar Palya,1150.0,2.0,52.5,2
2632,Garudachar Palya,1060.0,2.0,48.66,2
2633,Garudachar Palya,1150.0,2.0,52.0,2
2634,Garudachar Palya,1154.0,2.0,51.8,2
2636,Giri Nagar,880.0,3.0,140.0,3
2637,Giri Nagar,2400.0,4.0,400.0,4
2638,Giri Nagar,1800.0,3.0,252.0,3
2639,Giri Nagar,1350.0,3.0,240.0,3
2640,Giri Nagar,2400.0,4.0,400.0,4
2641,Giri Nagar,3000.0,4.0,375.0,6
2642,Giri Nagar,2400.0,6.0,400.0,6
2643,Giri Nagar,600.0,6.0,100.0,6
2644,Giri Nagar,1120.0,4.0,175.0,4
2645,Giri Nagar,4000.0,3.0,750.0,4
2646,Giri Nagar,600.0,1.0,125.0,1
2647,Giri Nagar,1200.0,3.0,175.0,6
2648,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2649,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
2650,Gollarapalya Hosahalli,1318.0,3.0,54.0,3
2651,Gollarapalya Hosahalli,861.0,2.0,36.5,2
2652,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
2653,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
2654,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
2655,Gollarapalya Hosahalli,996.0,2.0,36.5,2
2656,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
2657,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
2658,Gottigere,1100.0,2.0,40.0,2
2659,Gottigere,967.0,2.0,45.0,2
2660,Gottigere,891.0,2.0,25.0,2
2661,Gottigere,1618.0,3.0,82.5,3
2662,Gottigere,1222.0,2.0,63.0,2
2664,Gottigere,1300.0,3.0,65.0,3
2665,Gottigere,950.0,2.0,38.0,2
2666,Gottigere,1153.0,2.0,48.5,2
2667,Gottigere,812.0,1.0,26.0,1
2669,Gottigere,1460.0,2.0,65.0,3
2670,Gottigere,1500.0,3.0,70.0,3
2671,Gottigere,1621.0,3.0,72.0,3
2672,Gottigere,1304.0,3.0,80.0,3
2673,Gottigere,812.0,1.0,26.0,1
2674,Gottigere,990.0,2.0,40.0,2
2675,Gottigere,1235.0,2.0,63.0,2
2676,Gottigere,1385.0,3.0,64.0,3
2677,Gottigere,1000.0,2.0,35.0,2
2678,Gottigere,1075.0,2.0,30.0,2
2679,Gottigere,1010.0,2.0,35.0,2
2681,Gottigere,1410.0,2.0,45.0,2
2683,Gottigere,1435.0,2.0,62.0,3
2684,Gottigere,945.0,2.0,45.0,2
2686,Gottigere,2500.0,3.0,120.0,4
2687,Gottigere,1230.0,2.0,52.0,3
2688,Gottigere,1120.0,2.0,50.0,2
2689,Gottigere,1500.0,3.0,63.0,3
2690,Gottigere,1200.0,2.0,40.0,2
2691,Gottigere,1280.0,2.0,61.0,2
2692,Gottigere,1205.0,2.0,56.58,2
2693,Gottigere,1170.0,2.0,40.0,2
2695,Gottigere,1613.0,3.0,72.0,3
2696,Gottigere,1493.0,2.0,90.0,3
2697,Gottigere,1110.0,2.0,36.25,2
2698,Gottigere,1245.0,2.0,59.0,2
2699,Gottigere,1200.0,2.0,50.0,2
2700,Green Glen Layout,1575.0,3.0,125.0,3
2701,Green Glen Layout,1670.0,3.0,120.0,3
2702,Green Glen Layout,3250.0,4.0,230.0,4
2703,Green Glen Layout,1776.42,3.0,105.0,3
2704,Green Glen Layout,3250.0,4.0,230.0,4
2705,Green Glen Layout,940.0,2.0,56.8,2
2706,Green Glen Layout,1725.0,3.0,130.0,3
2707,Green Glen Layout,1075.0,2.0,60.0,2
2708,Green Glen Layout,1485.0,3.0,115.0,3
2709,Green Glen Layout,1715.0,3.0,115.0,3
2710,Green Glen Layout,1751.0,2.0,115.0,3
2711,Green Glen Layout,1750.0,3.0,130.0,3
2712,Green Glen Layout,1530.0,3.0,105.0,3
2713,Green Glen Layout,1752.0,3.0,105.0,3
2714,Green Glen Layout,1680.0,4.0,95.0,3
2715,Green Glen Layout,1728.0,3.0,125.0,3
2716,Green Glen Layout,1645.0,3.0,110.0,3
2717,Green Glen Layout,1517.0,3.0,100.0,3
2718,Green Glen Layout,3150.0,4.0,218.0,4
2720,Green Glen Layout,1750.0,3.0,120.0,3
2721,Green Glen Layout,1751.0,3.0,115.0,3
2722,Green Glen Layout,1750.0,3.0,105.0,3
2723,Green Glen Layout,1885.0,3.0,135.0,3
2724,Green Glen Layout,1715.0,3.0,120.0,3
2725,Green Glen Layout,1623.29,2.0,105.0,3
2726,Green Glen Layout,1715.0,3.0,115.0,3
2727,Green Glen Layout,1715.0,3.0,105.0,3
2728,Green Glen Layout,1600.0,3.0,105.0,3
2729,Green Glen Layout,1717.0,3.0,125.0,3
2730,Green Glen Layout,1250.0,2.0,75.0,2
2731,Green Glen Layout,1715.0,3.0,112.0,3
2732,Gubbalala,1470.0,2.0,82.0,3
2733,Gubbalala,1745.0,3.0,125.0,3
2734,Gubbalala,1745.0,3.0,104.0,3
2735,Gubbalala,1745.0,3.0,115.0,3
2736,Gubbalala,1745.0,3.0,110.0,3
2739,Gubbalala,2570.0,4.0,141.0,5
2740,Gubbalala,1008.0,2.0,32.25,2
2741,Gubbalala,1205.0,2.0,70.0,2
2743,Gubbalala,5000.0,4.0,425.0,4
2744,Gubbalala,1435.0,2.0,80.0,3
2745,Gubbalala,1475.0,2.0,80.0,2
2746,Gubbalala,1223.0,2.0,42.81,2
2749,Gubbalala,1100.0,2.0,49.5,2
2750,Gubbalala,1060.0,2.0,46.0,2
2751,Gubbalala,2000.0,3.0,125.0,3
2752,Gubbalala,2500.0,6.0,88.0,6
2754,Gubbalala,1745.0,3.0,140.0,3
2755,Gubbalala,1745.0,3.0,130.0,3
2756,Gubbalala,1285.0,2.0,90.0,2
2757,Gunjur,1140.0,2.0,43.0,2
2758,Gunjur,1356.0,2.0,66.0,3
2759,Gunjur,1600.0,3.0,75.0,3
2760,Gunjur,2000.0,3.0,95.0,4
2761,Gunjur,1140.0,2.0,49.11,2
2762,Gunjur,1195.0,2.0,44.0,2
2763,Gunjur,1190.0,2.0,40.0,2
2764,Gunjur,1457.0,2.0,60.0,2
2765,Gunjur,1080.0,2.0,41.0,2
2768,Gunjur,1175.0,2.0,43.48,2
2769,Gunjur,1362.0,3.0,62.63,3
2770,Gunjur,1071.0,2.0,51.0,2
2771,Gunjur,1063.0,2.0,40.0,2
2772,Gunjur,1235.0,2.0,52.76,2
2773,Gunjur,1362.0,3.0,62.63,3
2774,Gunjur,1588.0,2.0,90.0,3
2775,Gunjur,1235.0,2.0,44.5,2
2776,Gunjur,1457.0,2.0,60.0,2
2777,HAL 2nd Stage,1226.0,3.0,135.0,2
2778,HAL 2nd Stage,1490.0,2.0,300.0,3
2779,HAL 2nd Stage,2100.0,3.0,252.0,3
2780,HAL 2nd Stage,600.0,3.0,145.0,2
2781,HAL 2nd Stage,2700.0,3.0,500.0,3
2782,HAL 2nd Stage,1000.0,7.0,250.0,7
2783,HAL 2nd Stage,2400.0,4.0,650.0,4
2784,HAL 2nd Stage,2280.0,4.0,615.0,4
2785,HAL 2nd Stage,1000.0,7.0,260.0,8
2786,HAL 2nd Stage,2040.0,4.0,500.0,5
2787,HBR Layout,675.0,3.0,59.0,4
2790,HBR Layout,1200.0,4.0,120.0,4
2791,HBR Layout,1200.0,2.0,60.0,2
2792,HBR Layout,1004.0,2.0,49.0,2
2795,HBR Layout,1089.0,2.0,60.0,2
2796,HBR Layout,2400.0,5.0,320.0,4
2798,HBR Layout,1198.0,2.0,65.0,2
2799,HBR Layout,1200.0,4.0,115.0,4
2800,HBR Layout,1800.0,2.0,230.0,3
2801,HBR Layout,1068.0,2.0,43.0,2
2802,HBR Layout,1200.0,2.0,120.0,2
2803,HBR Layout,900.0,2.0,145.0,2
2804,HBR Layout,1832.0,3.0,160.0,3
2805,HRBR Layout,2000.0,4.0,300.0,4
2806,HRBR Layout,1374.0,2.0,95.0,2
2807,HRBR Layout,1440.0,2.0,98.0,2
2809,HRBR Layout,2800.0,3.0,250.0,3
2810,HRBR Layout,1210.0,2.0,75.0,2
2811,HRBR Layout,1200.0,2.0,170.0,4
2812,HRBR Layout,1265.0,2.0,78.0,2
2813,HRBR Layout,1200.0,3.0,180.0,4
2814,HRBR Layout,1170.0,2.0,75.0,2
2816,HRBR Layout,1900.0,3.0,90.0,4
2817,HRBR Layout,1625.0,3.0,120.0,3
2818,HRBR Layout,1301.0,2.0,120.0,2
2819,HRBR Layout,1145.0,2.0,68.5,2
2820,HRBR Layout,1300.0,2.0,90.0,2
2822,HSR Layout,1372.0,2.0,68.0,2
2824,HSR Layout,1475.0,3.0,75.0,3
2825,HSR Layout,1467.0,2.0,55.0,2
2826,HSR Layout,1140.0,2.0,46.0,2
2827,HSR Layout,1372.0,2.0,61.0,2
2828,HSR Layout,1750.0,3.0,95.0,3
2830,HSR Layout,1027.0,2.0,44.0,2
2831,HSR Layout,1650.0,3.0,110.0,3
2832,HSR Layout,1185.0,2.0,60.0,2
2833,HSR Layout,1127.0,2.0,68.0,2
2834,HSR Layout,1600.0,2.0,115.0,3
2835,HSR Layout,1145.0,2.0,48.0,2
2836,HSR Layout,1009.0,2.0,56.0,2
2837,HSR Layout,2792.0,4.0,220.0,4
2838,HSR Layout,1300.0,2.0,98.0,2
2840,HSR Layout,1126.0,2.0,69.0,2
2841,HSR Layout,2400.0,4.0,350.0,4
2843,HSR Layout,1145.0,2.0,46.0,2
2844,HSR Layout,1142.0,2.0,65.0,2
2845,HSR Layout,3500.0,5.0,350.0,5
2846,HSR Layout,2020.0,3.0,160.0,3
2847,HSR Layout,1844.0,3.0,95.0,3
2848,HSR Layout,2500.0,4.0,300.0,4
2849,HSR Layout,1203.0,2.0,72.0,2
2850,HSR Layout,4200.0,5.0,245.0,5
2851,HSR Layout,1145.0,2.0,46.0,2
2852,HSR Layout,1100.0,2.0,44.0,2
2853,HSR Layout,1203.0,2.0,60.0,2
2854,HSR Layout,1590.0,2.0,135.0,3
2855,HSR Layout,1120.0,2.0,70.0,2
2856,HSR Layout,1289.0,2.0,70.0,2
2858,HSR Layout,1203.0,2.0,60.0,2
2859,Haralur Road,1240.0,2.0,70.0,2
2860,Haralur Road,1027.0,2.0,44.0,2
2862,Haralur Road,2650.0,4.0,198.0,4
2864,Haralur Road,1194.0,2.0,47.0,2
2865,Haralur Road,3385.0,5.0,260.0,4
2866,Haralur Road,1202.0,2.0,53.0,2
2867,Haralur Road,1056.0,2.0,61.0,2
2868,Haralur Road,1810.0,3.0,100.0,3
2869,Haralur Road,1194.0,2.0,46.0,2
2871,Haralur Road,1225.0,2.0,67.38,2
2872,Haralur Road,1243.0,2.0,46.0,2
2873,Haralur Road,1920.0,3.0,115.0,3
2874,Haralur Road,1875.0,3.0,110.0,3
2875,Haralur Road,2750.0,4.0,220.0,4
2876,Haralur Road,1140.0,2.0,43.0,2
2877,Haralur Road,1194.0,2.0,46.0,2
2878,Haralur Road,1455.0,2.0,145.0,2
2879,Haralur Road,2017.0,3.0,125.0,3
2880,Haralur Road,1875.0,3.0,110.0,3
2881,Haralur Road,1092.0,2.0,44.0,2
2882,Haralur Road,2475.0,4.0,130.0,3
2883,Haralur Road,1300.0,2.0,73.0,2
2884,Haralur Road,1243.0,2.0,46.0,2
2885,Haralur Road,1850.0,3.0,110.0,3
2886,Haralur Road,1225.0,2.0,67.38,2
2887,Haralur Road,3400.0,5.0,240.0,4
2888,Haralur Road,1464.0,2.0,56.0,2
2889,Haralur Road,1230.0,2.0,78.0,2
2890,Haralur Road,1000.0,2.0,44.0,2
2891,Haralur Road,1300.0,2.0,79.0,2
2892,Haralur Road,1444.0,2.0,80.0,3
2893,Haralur Road,1088.0,2.0,68.0,2
2894,Haralur Road,1027.0,2.0,44.0,2
2895,Haralur Road,1225.0,2.0,70.0,2
2897,Haralur Road,1000.0,2.0,78.0,2
2898,Haralur Road,1830.0,3.0,101.0,3
2899,Haralur Road,1810.0,3.0,126.0,3
2900,Haralur Road,1520.0,2.0,96.0,3
2901,Haralur Road,1520.0,2.0,125.0,3
2902,Haralur Road,1300.0,2.0,75.0,2
2903,Haralur Road,2017.0,2.0,125.0,3
2904,Haralur Road,1243.0,2.0,46.0,2
2906,Haralur Road,2017.0,3.0,105.0,3
2907,Haralur Road,1520.0,2.0,90.0,3
2908,Haralur Road,1300.0,2.0,60.0,2
2909,Haralur Road,1985.0,3.0,130.0,3
2910,Haralur Road,1255.0,2.0,90.0,3
2911,Haralur Road,1056.0,2.0,60.0,2
2912,Haralur Road,1140.0,2.0,42.0,2
2913,Haralur Road,1245.0,2.0,62.0,2
2914,Haralur Road,1140.0,2.0,58.0,2
2915,Haralur Road,1140.0,2.0,42.0,2
2916,Haralur Road,1027.0,2.0,43.0,2
2917,Haralur Road,1194.0,2.0,47.0,2
2918,Haralur Road,1560.0,3.0,90.0,3
2919,Haralur Road,1255.0,3.0,115.0,3
2920,Haralur Road,1520.0,2.0,85.0,3
2921,Haralur Road,1243.0,2.0,45.0,2
2922,Haralur Road,1027.0,2.0,44.0,2
2923,Haralur Road,1650.0,3.0,100.0,3
